1  	200   	-530.301	248.303	-2161.31	24.3985
2  	200   	-521.052	231.052	-1787.36	-30.9567
3  	200   	-498.035	235.703	-1806.91	432.239 
4  	200   	-524.919	223.995	-1594.46	10.8589 
5  	200   	-510.746	273.705	-2607.85	99.557  
6  	200   	-506.109	274.426	-2624.35	47.0093 
7  	200   	-487.517	283.141	-2276.41	330.118 
8  	200   	-430.813	184.188	-1273.67	62.2903 
9  	200   	-428.506	225.63 	-1839.58	13.9464 
10 	200   	-441.086	245.094	-1768.72	169.966 
11 	200   	-379.058	199.183	-1046.04	607.822 
12 	200   	-407.278	225.813	-1462.02	196.465 
13 	200   	-380.713	206.046	-1582.82	618.191 
14 	200   	-394.266	289.192	-2254.99	380.924 
15 	200   	-361.602	260.092	-2433.45	482.601 
16 	200   	-321.193	235.082	-1214.91	1068.03 
17 	200   	-317.25 	228.019	-1440.97	881.923 
18 	200   	-322.12 	191.119	-1008.37	542.948 
19 	200   	-266.235	203.794	-952.397	627.345 
20 	200   	-307.473	254.198	-1440.63	649.462 
21 	200   	-267.216	277.384	-1488.28	660.83  
22 	200   	-283.429	251.782	-1284.03	710.001 
23 	200   	-208.063	315.539	-1860.03	845.926 
24 	200   	-173.863	299.029	-1021.58	993.592 
25 	200   	-106.977	394.966	-1527.04	1354.75 
26 	200   	-67.4279	340.908	-1232.22	1014.24 
27 	200   	40.6107 	441.144	-1710.91	1330.09 
28 	200   	142.351 	402.347	-1207.48	1202.85 
29 	200   	164.479 	433.907	-1258.06	1190.25 
30 	200   	317.59  	442.768	-1097.05	1442.1  
31 	200   	288.873 	440.455	-1622.76	1561.68 
32 	200   	393.168 	414.406	-1149.24	1499.06 
33 	200   	457.957 	382.415	-760.994	1460.87 
34 	200   	455.724 	425.569	-745.776	1604.26 
35 	200   	525.822 	410.402	-847.518	1501.14 
36 	200   	516.294 	346.881	-853.125	1482.7  
37 	200   	488.516 	377.761	-506.093	1660.5  
38 	200   	611.347 	386.151	-1303.23	1458.86 
39 	200   	575.208 	359.209	-539.265	1507.48 
40 	200   	575.316 	403.763	-906.807	1490.91 
41 	200   	605.383 	324.729	-297.339	1443.48 
42 	200   	621.657 	354.809	-599.251	1490.66 
43 	200   	632.066 	385.16 	-675.704	1455.77 
44 	200   	609.963 	373.701	-486.568	1607.44 
45 	200   	642.318 	344.95 	-412.856	1517.98 
46 	200   	626.188 	323.522	-289.199	1574.91 
47 	200   	684.891 	350.209	-434.922	1568.11 
48 	200   	647.715 	348.244	-1538.48	1582.37 
49 	200   	664.531 	328.483	-39.7875	1689.14 
50 	200   	671.812 	350.568	-519.365	1618.2  
51 	200   	679.081 	324.206	51.9714 	1578.04 
52 	200   	650.132 	389.125	-1392.11	1557.48 
53 	200   	691.44  	366.536	-289.564	1594.65 
54 	200   	630.731 	336.104	-431.718	1674.58 
55 	200   	660.289 	334.713	-123.011	1532.36 
56 	200   	671.257 	338.379	-177.716	1456.46 
57 	200   	668.249 	331.017	-57.2547	1530.02 
58 	200   	683.225 	329.897	-201.676	1567.18 
59 	200   	619.992 	356.085	-948.816	1662.84 
60 	200   	699.556 	338.48 	-274.332	1652.69 
61 	200   	728.109 	313.845	6.54866 	1485.81 
62 	200   	710.623 	352.853	-164.178	1453.08 
63 	200   	723.687 	329.941	-463.23 	1427.44 
64 	200   	700.072 	307.166	65.5531 	1534.52 
65 	200   	674.761 	300.696	-202.124	1496.72 
66 	200   	708.59  	305.778	33.3909 	1525.6  
67 	200   	704.906 	332.887	90.9643 	1599.91 
68 	200   	683.581 	325.091	-230.587	1532.89 
69 	200   	751.722 	338.889	49.6457 	1494.24 
70 	200   	758.165 	332.587	111.623 	1578.94 
71 	200   	735.52  	381.033	-1466.98	1568.33 
72 	200   	709.845 	340.395	-563.035	1556.07 
73 	200   	730.584 	323.047	11.4236 	1443.33 
74 	200   	743.778 	345.068	-685.423	1514.77 
75 	200   	718.293 	342.095	-344.431	1582.99 
76 	200   	747.369 	321.61 	54.8287 	1662.79 
77 	200   	731.281 	339.93 	-385.673	1611.68 
78 	200   	756.647 	325.463	-11.3731	1535.28 
79 	200   	783.064 	350.553	-211.404	1659.28 
80 	200   	782.617 	343.424	-81.5641	1537.1  
81 	200   	803.994 	349.076	-625.839	1614.37 
82 	200   	778.938 	344.967	-572.052	1561.98 
83 	200   	793.448 	333.494	-322.858	1595.95 
84 	200   	804.979 	333.353	-83.8747	1553.07 
85 	200   	793.799 	353.596	33.0217 	1642.59 
86 	200   	816.517 	362.365	108.68  	1582.41 
87 	200   	814.586 	335.615	-26.0221	1650.56 
88 	200   	820.26  	335.367	-192.032	1588.32 
89 	200   	750.26  	349.481	-462.559	1584.72 
90 	200   	816.115 	336.265	-1.4625 	1675.26 
91 	200   	764.333 	318.859	81.7513 	1574.2  
92 	200   	743.781 	311.253	80.6682 	1522.25 
93 	200   	745.676 	343.782	-950.273	1524.59 
94 	200   	805.62  	324.105	156.086 	1599.73 
95 	200   	762.776 	345.243	-34.55  	1614.84 
96 	200   	837.919 	360.696	-82.2925	1561.23 
97 	200   	785.173 	374.386	-1176.07	1638.93 
98 	200   	848.047 	340.535	85.3759 	1577.44 
99 	200   	758.399 	330.338	-431.742	1605.82 
100	200   	796.826 	352.782	-360.717	1620.07 
101	200   	781.883 	321.212	-128.359	1555.72 
102	200   	782.761 	337.413	33.0485 	1507.35 
103	200   	862.74  	346.942	-127.037	1572.23 
104	200   	788.41  	329.77 	-564.65 	1587    
105	200   	822.351 	345.936	19.2043 	1610.1  
106	200   	788.091 	361.799	-924.163	1556.92 
107	200   	844.193 	349.057	-241.581	1579.07 
108	200   	769.17  	346.261	-221.994	1551.57 
109	200   	809.437 	359.316	-418.228	1577.43 
110	200   	823.865 	361.473	-405.754	1576.86 
111	200   	831.165 	351.124	-803.176	1603.99 
112	200   	841.205 	367.081	68.6472 	1609.35 
113	200   	827.483 	353.469	-323.431	1663.92 
114	200   	855.437 	375.097	-365.256	1568.34 
115	200   	846.31  	330.782	122.676 	1512.28 
116	200   	841.7   	351.367	-362.384	1618.18 
117	200   	854.096 	349.52 	-37.7218	1565.72 
118	200   	802.894 	374.611	-341.745	1643.27 
119	200   	845.44  	337.558	-25.3346	1544.53 
120	200   	862.811 	373.616	-554.931	1642.18 
121	200   	841.771 	321.35 	58.4795 	1520.8  
122	200   	884.849 	340.548	118.725 	1596.85 
123	200   	868.266 	360.622	51.0868 	1671.89 
124	200   	822.788 	342.15 	154.896 	1542.08 
125	200   	799.018 	332.888	91.1798 	1607.3  
